"","title","link","text","collection_date"
"135","IPBES Pandemics Report: Escaping the 'Era of Pandemics'","https://ipbes.net/pandemics, https://www.cbd.int/gbo5, https://www.cbd.int/sp/, https://www.cbd.int/conferences/post2020, https://ipbes.net/pandemics, https://www.cbd.int/doc/press/2020/pr-2020-10-29-ipbes-en.pdf, https://www.cbd.int/article/Nature-COVID19, https://www.who.int/news-room/q-a-detail/one-health","countries setting mutually-agreed goals or targets within the framework of an international accord or agreement <U+0096> with clear benefits for people, animals and the environment.",2021-04-16
"136","IPBES Pandemics Report: Escaping the 'Era of Pandemics'","https://ipbes.net/pandemics, https://www.cbd.int/gbo5, https://www.cbd.int/sp/, https://www.cbd.int/conferences/post2020, https://ipbes.net/pandemics, https://www.cbd.int/doc/press/2020/pr-2020-10-29-ipbes-en.pdf, https://www.cbd.int/article/Nature-COVID19, https://www.who.int/news-room/q-a-detail/one-health","institutionalizing the <U+0091>one health<U+0092> approach in national governments to build pandemic preparedness, enhance pandemic prevention programs, and to investigate and control outbreaks across sectors.",2021-04-16
"137","IPBES Pandemics Report: Escaping the 'Era of Pandemics'","https://ipbes.net/pandemics, https://www.cbd.int/gbo5, https://www.cbd.int/sp/, https://www.cbd.int/conferences/post2020, https://ipbes.net/pandemics, https://www.cbd.int/doc/press/2020/pr-2020-10-29-ipbes-en.pdf, https://www.cbd.int/article/Nature-COVID19, https://www.who.int/news-room/q-a-detail/one-health","developing and incorporating pandemic and emerging disease risk health impact assessments in major development and land-use projects, while reforming financial aid for land-use so that benefits and risks to biodiversity and health are recognized and explicitly targeted.",2021-04-16
"138","IPBES Pandemics Report: Escaping the 'Era of Pandemics'","https://ipbes.net/pandemics, https://www.cbd.int/gbo5, https://www.cbd.int/sp/, https://www.cbd.int/conferences/post2020, https://ipbes.net/pandemics, https://www.cbd.int/doc/press/2020/pr-2020-10-29-ipbes-en.pdf, https://www.cbd.int/article/Nature-COVID19, https://www.who.int/news-room/q-a-detail/one-health","ensuring that the economic cost of pandemics is factored into consumption, production, and government policies and budgets.",2021-04-16
"139","IPBES Pandemics Report: Escaping the 'Era of Pandemics'","https://ipbes.net/pandemics, https://www.cbd.int/gbo5, https://www.cbd.int/sp/, https://www.cbd.int/conferences/post2020, https://ipbes.net/pandemics, https://www.cbd.int/doc/press/2020/pr-2020-10-29-ipbes-en.pdf, https://www.cbd.int/article/Nature-COVID19, https://www.who.int/news-room/q-a-detail/one-health","enabling changes to reduce the types of consumption, globalized agricultural expansion and trade that have led to pandemics <U+0096> this could include taxes or levies on meat consumption, livestock production and other forms of high pandemic-risk activities.",2021-04-16
"140","IPBES Pandemics Report: Escaping the 'Era of Pandemics'","https://ipbes.net/pandemics, https://www.cbd.int/gbo5, https://www.cbd.int/sp/, https://www.cbd.int/conferences/post2020, https://ipbes.net/pandemics, https://www.cbd.int/doc/press/2020/pr-2020-10-29-ipbes-en.pdf, https://www.cbd.int/article/Nature-COVID19, https://www.who.int/news-room/q-a-detail/one-health","reducing zoonotic disease risks in the international wildlife trade through a new intergovernmental <U+0091>health and trade<U+0092> partnership; reducing or removing high disease-risk species in the wildlife trade; enhancing law enforcement in all aspects of the illegal wildlife trade and improving community education in disease hotspots about the health risks of wildlife trade.",2021-04-16
"141","IPBES Pandemics Report: Escaping the 'Era of Pandemics'","https://ipbes.net/pandemics, https://www.cbd.int/gbo5, https://www.cbd.int/sp/, https://www.cbd.int/conferences/post2020, https://ipbes.net/pandemics, https://www.cbd.int/doc/press/2020/pr-2020-10-29-ipbes-en.pdf, https://www.cbd.int/article/Nature-COVID19, https://www.who.int/news-room/q-a-detail/one-health","valuing indigenous peoples and local communities<U+0092> engagement and knowledge in pandemic prevention programs, achieving greater food security, and reducing consumption of wildlife.",2021-04-16
"142","IPBES Pandemics Report: Escaping the 'Era of Pandemics'","https://ipbes.net/pandemics, https://www.cbd.int/gbo5, https://www.cbd.int/sp/, https://www.cbd.int/conferences/post2020, https://ipbes.net/pandemics, https://www.cbd.int/doc/press/2020/pr-2020-10-29-ipbes-en.pdf, https://www.cbd.int/article/Nature-COVID19, https://www.who.int/news-room/q-a-detail/one-health","closing critical knowledge gaps such as those about key risk behaviors, the relative importance of illegal, unregulated, and the legal and regulated wildlife trade in disease risk, and improving understanding of the relationship between ecosystem degradation and restoration, landscape structure and the risk of disease emergence.",2021-04-16
"143","Climate change is a major and growing driver of biodiversity loss","https://www.cbd.int/development/doc/biodiversity-2030-agenda-technical-note-en.pdf","climate change is likely to become one of the most significant drivers of biodiversity loss by the end of the century. current global warming is already affecting species and ecosystems around the world, particularly the most vulnerable ecosystems such as coral reefs, mountains and polar ecosystems. furthermore, it has impacts on the ecosystem services on which people<U+0092>s livelihoods depend, such as rainfall and soil fertility which are essential to agricultural production. human, animal and plant health are affected through increased transmission of vector-borne diseases.

ecosystems such as forests, rangelands, croplands, peatlands and wetlands represent globally significant carbon stores. their conservation, restoration and sustainable use is included as a part of many intended nationally determined contributions, and is therefore a critical element for the fulfilment of the paris agreement under the united nations framework convention for climate change, a global commitment toward the mitigation of dangerous changes to the earth<U+0092>s atmospheric temperature and climate system.

biodiversity and healthy ecosystems are also an important resource for increasing resilience and reducing the risks and damages associated with negative impacts of climate change. they can serve as natural buffers against extreme climate and weather events such as changing patterns of rainfalls, droughts, storms and other disasters. diversified and integrated production systems offer more options for adapting to a changing climate. ecosystem based production systems reduce the reliance on synthetic inputs and the associated emissions of greenhouse gases.

breeding drought, salt and disease resistant plant varieties, livestock breeds and fish will become important to ensure food security in the advance of climate change.
 

 

more information:

biodiversity and the 2030 agenda for sustainable development",2021-04-16
"144","Good Practices in Biodiversity: Taking Action to Create Cities with Nature - Recent Action Agenda for Nature and People Commitment from the City of Montréal","https://www.cbd.int/action-agenda/, https://www.cbd.int/conferences/post2020, https://www.cbd.int/subnational/partners-and-initiatives/iclei, https://www.cbd.int/action-agenda/contributions/action?action-id=5eeba456395529000178dcbf, https://montreal.ca/en/articles/six-concrete-actions-favour-biodiversity-montreal, https://www.cbd.int/action-agenda/contribute/, https://www.cbd.int/doc/notifications/2020/ntf-2020-046-post2020-en.pdf","the sharm el sheikh to kunming action agenda for nature and people, a non-negotiated engagement platform, showcases a range of commitments and actions to halt and reverse biodiversity loss and provide momentum towards the post-2020 global biodiversity framework.  as of end of 15 october 2020, a total of 150 commitments have been submitted to the action agenda. 

a recent commitment from the city of montréal shows how various systems are needed for the world to shift the course towards nature positive results in 2030. 

the city of montréal has developed and shared six briefing sheets on concrete biodiversity initiatives to contribute to the establishment of green cities all over the world, where people and biodiversity can thrive:

ecosystems management in large parks;
	conservation of wildlife trees;
	renewed and improved wildlife observatories; 
	urban wildlife passage;
	environmental action days; and
	coexistence with coyotes.
these initiatives are actions that the city has taken to protect the land's natural heritage and raise awareness on biodiversity. each initiative links to the post-2020 global biodiversity framework and facilitates replication in other cities through online summaries of good practice fact sheets.

this project is supported by iclei-local governments for sustainability (check the citieswithnature platform for more information, https://citieswithnature.org/) and the secretariat of the convention on biological diversity. as part of the citieswithnature partnership initiative, montreal is among over 150 cities and regions that are raising their ambition in support of the post-2020 global biodiversity framework. 

 

 

more information: 

montréal's commitment to the action agenda

fact sheets on each initiative

make a commitment to the action agenda

action agenda notification",2021-04-16
"145","Good Practices in Biodiversity: Taking Action to Create Cities with Nature - Recent Action Agenda for Nature and People Commitment from the City of Montréal","https://www.cbd.int/action-agenda/, https://www.cbd.int/conferences/post2020, https://www.cbd.int/subnational/partners-and-initiatives/iclei, https://www.cbd.int/action-agenda/contributions/action?action-id=5eeba456395529000178dcbf, https://montreal.ca/en/articles/six-concrete-actions-favour-biodiversity-montreal, https://www.cbd.int/action-agenda/contribute/, https://www.cbd.int/doc/notifications/2020/ntf-2020-046-post2020-en.pdf","this program ensures a balance between protecting natural environments and providing access to them so that the public can appreciate the benefits they offer.

this initiative contributes to the 2030 action targets of the zero draft of the post-2020 global biodiversity framework, particularly:

target 2, concerning the protection of biodiversity through a network of protected areas
	target 3, concerning the control of invasive alien species
	target 6, concerning climate change mitigation and adaptation
	target 10, concerning increased public access to green spaces and ecosystem services
	target 13, concerning the integration of biodiversity protection into planning processes
	target 18, concerning the availability of reliable and up-to-date information for effective management
	target 20, concerning the promotion of sustainable behaviours",2021-04-16
"146","Good Practices in Biodiversity: Taking Action to Create Cities with Nature - Recent Action Agenda for Nature and People Commitment from the City of Montréal","https://www.cbd.int/action-agenda/, https://www.cbd.int/conferences/post2020, https://www.cbd.int/subnational/partners-and-initiatives/iclei, https://www.cbd.int/action-agenda/contributions/action?action-id=5eeba456395529000178dcbf, https://montreal.ca/en/articles/six-concrete-actions-favour-biodiversity-montreal, https://www.cbd.int/action-agenda/contribute/, https://www.cbd.int/doc/notifications/2020/ntf-2020-046-post2020-en.pdf","in nature parks, dead, diseased or living trees with cavities are being preserved, as they provide a home for certain species of birds and small mammals, among others.

this initiative contributes to the 2030 action targets of the zero draft of the post-2020 global biodiversity framework, particularly:

target 2, concerning the protection of biodiversity through a network of protected areas
	target 6, concerning climate change mitigation and adaptation
	target 10, concerning increased public access to green and blue spaces and ecosystem services
	target 13, concerning the integration of biodiversity protection into planning processes
	target 18, concerning the availability of information",2021-04-16
"147","Good Practices in Biodiversity: Taking Action to Create Cities with Nature - Recent Action Agenda for Nature and People Commitment from the City of Montréal","https://www.cbd.int/action-agenda/, https://www.cbd.int/conferences/post2020, https://www.cbd.int/subnational/partners-and-initiatives/iclei, https://www.cbd.int/action-agenda/contributions/action?action-id=5eeba456395529000178dcbf, https://montreal.ca/en/articles/six-concrete-actions-favour-biodiversity-montreal, https://www.cbd.int/action-agenda/contribute/, https://www.cbd.int/doc/notifications/2020/ntf-2020-046-post2020-en.pdf","observation sites have been redeveloped to allow people of all ages, regardless of their physical condition, to foster an appreciation for wildlife without disturbing it.

this initiative contributes to the 2030 action targets of the zero draft of the post-2020 global biodiversity framework, particularly:

target 2, concerning the protection of biodiversity through a network of protected areas
	 target 3, concerning the control of invasive alien species
	 target 10, concerning increased public access to green spaces and ecosystem services
	target 13, concerning the integration of biodiversity protection into planning processes
	target 17, concerning the promotion of sustainable behaviours",2021-04-16
